,Unnamed: 0,Unnamed: 0.1,District Name,Weekday,Month,Day,Part of the day,Mild injuries,Serious injuries,Victims,Vehicles involved,Date
327,327,327,Horta-Guinardó,Sunday,December,31,Morning,0,0,0,1,December 31
328,328,328,Sant Martí,Sunday,December,31,Afternoon,1,0,1,2,December 31
329,329,329,Eixample,Sunday,December,31,Afternoon,1,0,1,2,December 31
330,330,330,Sant Martí,Sunday,December,31,Night,3,0,3,4,December 31
331,331,331,Eixample,Sunday,December,31,Afternoon,1,0,1,1,December 31
332,332,332,Eixample,Sunday,December,31,Afternoon,1,0,1,2,December 31
333,333,333,Gràcia,Sunday,December,31,Afternoon,0,0,0,1,December 31
334,334,334,Eixample,Sunday,January,1,Morning,2,0,2,2,January 1
335,335,335,Eixample,Sunday,January,1,Afternoon,1,0,1,1,January 1
336,336,336,Eixample,Sunday,January,1,Morning,2,0,2,2,January 1
337,337,337,Sarrià-Sant Gervasi,Sunday,January,1,Night,1,0,1,1,January 1
338,338,338,Sarrià-Sant Gervasi,Sunday,January,1,Night,1,0,1,2,January 1
339,339,339,Sant Martí,Sunday,January,1,Morning,0,0,0,4,January 1
340,340,340,Eixample,Sunday,January,1,Morning,1,0,1,2,January 1
341,341,341,Sants-Montjuïc,Sunday,January,1,Morning,0,0,0,1,January 1
342,342,342,Eixample,Sunday,January,1,Afternoon,1,0,1,2,January 1
343,343,343,Eixample,Sunday,January,1,Night,1,0,1,2,January 1
344,344,344,Nou Barris,Sunday,January,1,Afternoon,0,0,0,2,January 1
345,345,345,Sant Martí,Sunday,January,1,Afternoon,2,0,2,3,January 1
346,346,346,Sants-Montjuïc,Sunday,January,1,Afternoon,1,0,1,2,January 1
347,347,347,Sants-Montjuïc,Sunday,January,1,Afternoon,1,0,1,2,January 1
348,348,348,Horta-Guinardó,Sunday,January,1,Morning,0,0,0,1,January 1
349,349,349,Ciutat Vella,Sunday,January,1,Morning,1,0,1,1,January 1
350,350,350,Sant Andreu,Sunday,January,1,Morning,1,0,1,1,January 1
351,351,351,Eixample,Sunday,January,1,Afternoon,1,0,1,1,January 1
352,352,352,Sant Martí,Sunday,January,1,Afternoon,2,0,2,2,January 1
353,353,353,Sant Martí,Sunday,January,1,Afternoon,1,0,1,1,January 1
354,354,354,Sant Martí,Sunday,January,1,Morning,2,0,2,3,January 1
355,355,355,Sant Martí,Sunday,January,1,Afternoon,1,0,1,2,January 1
